date,rank,name,id,points
19750117,1,Jimmy Connors,C044,0
19750117,2,John Newcombe,N044,0
19750117,3,Bjorn Borg,B058,0
19750117,4,Rod Laver,L058,0
19750117,5,Guillermo Vilas,V028,0
19750117,6,Tom Okker,O032,0
19750117,7,Arthur Ashe,A063,0
19750117,8,Ken Rosewall,R075,0
19750117,9,Stan Smith,S060,0
19750117,10,Ilie Nastase,N008,0
19750117,11,Manuel Orantes,O017,0
19750117,12,Marty Riessen,R055,0
19750117,13,Alex Metreveli,M271,0
19750117,14,Roscoe Tanner,T006,0
19750117,15,Harold Solomon,S065,0
19750117,16,Dick Stockton,S090,0
19750117,17,Jan Kodes,K049,0
19750117,18,Raul Ramirez,R065,0
19750117,19,Cliff Drysdale,D082,0
19750117,20,Eddie Dibbs,D026,0
19750117,21,Onny Parun,P070,0
19750117,22,Tom Gorman,G078,0
19750117,23,Tony Roche,R073,0
19750117,24,Thomaz Koch,K036,0
19750117,25,Cliff Richey,R071,0
19750117,26,Francois Jauffret,J031,0
19750117,27,Andrew Pattison,P074,0
19750117,28,John Alexander,A014,0
19750117,29,Brian Gottfried,G029,0
19750117,30,Jaime Fillol Sr.,F024,0
19750117,31,Ross Case,C020,0
19750117,32,Mark Cox,C090,0
19750117,33,Nikola Pilic,P080,0
19750117,34,Adriano Panatta,P059,0
19750117,35,Juan Gisbert Sr,G076,0
19750117,36,Billy Martin,M138,0
19750117,37,Ismail El Shafei,E038,0
19750117,38,Balazs Taroczy,T007,0
19750117,39,Kim Warwick,W006,0
19750117,40,Vijay Amritraj,A022,0
19750117,41,Roger Taylor,T050,0
19750117,42,Jeff Borowiak,B059,0
19750117,43,Phil Dent,D074,0
19750117,44,Jiri Hrebec,H066,0
19750117,45,Hans-Jurgen Pohmann,P082,0
19750117,46,Frew McMillan,M111,0
19750117,47,Vitas Gerulaitis,G008,0
19750117,48,Robert Lutz,L045,0
19750117,49,Allan Stone,S148,0
19750117,50,Paolo Bertolucci,B129,0
19750117,50,Jurgen Fassbender,F068,0
19750117,52,John Yuill,Y008,0
19750117,53,Charlie Pasarell,P072,0
19750117,54,Geoff Masters,M139,0
19750117,55,Sandy Mayer,M039,0
19750117,56,Corrado Barazzutti,B007,0
19750117,57,Robert Maud,M140,0
19750117,58,Brian Fairlie,F066,0
19750117,59,Buster C. Mottram,M154,0
19750117,60,Erik Van Dillen,V049,0
19750117,61,Dick Crealy,C093,0
19750117,62,Marcelo Lara,L057,0
19750117,63,Sherwood Stewart,S082,0
19750117,64,Patrice Dominguez,D080,0
19750117,65,Bob Hewitt,H058,0
19750117,66,Patricio Cornejo,C088,0
19750117,66,Karl Meiler,M055,0
19750117,68,Ove Nils Bengtson,B126,0
19750117,69,Paul Gerken,G073,0
19750117,70,Zeljko Franulovic,F074,0
19750117,71,Antonio Zugarelli,Z013,0
19750117,72,Ion Tiriac,T040,0
19750117,73,Julian Ganzabal,G068,0
19750117,74,Patrick Proisy,P085,0
19750117,75,Ray Ruffels,R076,0
19750117,76,Barry Phillips-Moore,P078,0
19750117,77,Ivan Molina,M152,0
19750117,77,Raymond Moore,M118,0
19750117,79,John Andrews,A062,0
19750117,79,Pierre Barthes,B122,0
19750117,79,Jairo Velasco Sr,V294,0
19750117,82,Roy Emerson,E030,0
19750117,83,Georges Goven,G031,0
19750117,83,Grover Raz Reid,R068,0
19750117,85,Anand Amritraj,A021,0
19750117,86,Hans Kary,K041,0
19750117,87,John Whitlinger,W051,0
19750117,88,William Brown,B134,0
19750117,88,Jun Kuki,K054,0
19750117,90,Colin Dibley,D076,0
19750117,90,Milan Holecek,H059,0
19750117,92,Paul Kronk,K073,0
19750117,93,Vladimir Zednik,Z023,0
19750117,94,Jose Edison Mandarino,M135,0
19750117,95,Steve Krulevitz,K053,0
19750117,95,Fred McNair IV,M146,0
19750117,97,John Lloyd,L036,0
19750117,97,Hans-Joachim Ploetz,P081,0
19750117,99,Clark Graebner,G079,0
19750117,100,Gerald Battrick,B124,0
19750117,101,Mike Estep,E040,0
19750117,102,Jun Kamiwazumi,K002,0
19750117,103,Wojtek Fibak,F020,0
19750117,104,Tom Leonard,L061,0
19750117,105,Syd Ball,B106,0
19750117,105,Dick Dell,D073,0
19750117,107,Jose Higueras,H019,0
19750117,108,Jim Delaney,D072,0
19750117,108,Robert Kreiss,K052,0
19750117,108,Joaquin Loyo-Mayo,L066,0
19750117,111,Owen Davidson,D054,0
19750117,112,Bob  Carmichael,C080,0
19750117,113,Charles Owens,O033,0
19750117,114,Antonio Munoz,M156,0
19750117,115,Roger Dowdeswell,D081,0
19750117,115,Ulrich Pinner,P034,0
19750117,115,Belus Prajoux,P046,0
19750117,118,Jeff Austin,A065,0
19750117,119,Tom Edlefsen,E035,0
19750117,120,Mark Farrell,F067,0
19750117,121,Rick Fisher,F070,0
19750117,121,Brian Teacher,T011,0
19750117,123,Tito Vazquez,V051,0
19750117,124,Haroon Rahim,R063,0
19750117,125,Victor Amaya,A044,0
19750117,125,Jaime Pinto-Bravo,P067,0
19750117,127,Boro Jovanovic,J033,0
19750117,127,Graham Stilwell,S147,0
19750117,129,Ian Fletcher,F071,0
19750117,130,Leif Johansson,J064,0
19750117,130,Frantisek Pala,P100,0
19750117,132,Jim McManus,M144,0
19750117,133,Bob Giltinan,G074,0
19750117,133,Humphrey Hose,H064,0
19750117,133,Jan-Erik Lundqvist,L158,0
19750117,136,Roy Barth,B121,0
19750117,136,Ray Keldie,K047,0
19750117,138,Jeff Simpson,S123,0
19750117,139,Mike Cahill,C075,0
19750117,139,Doug Crawford,C053,0
19750117,139,Colin Dowdeswell,D037,0
19750117,139,Fred Stolle,S129,0
19750117,143,Jean-Baptiste Chanfreau,C083,0
19750117,144,Harald Elschenbroich,E037,0
19750117,145,Frank Gebert,G071,0
19750117,145,Wanaro N'Godrella,N045,0
19750117,147,Kjell Johansson,J032,0
19750117,147,Attila Korpas,K090,0
19750117,147,Rolf Thung,T051,0
19750117,150,John Feaver,F008,0
19750117,150,Dennis Ralston,R064,0
19750117,150,Stephen Warboys,W090,0
19750117,153,Torben Ulrich,U011,0
19750117,154,Tadeusz Nowicki,N082,0
19750117,155,Nicola  Spear,S146,0
19750117,156,Jean-Francois Caujolle,C082,0
19750117,156,Armistead Neely,N043,0
19750117,156,Jasjit Singh,S142,0
19750117,159,Pat Cramer,C091,0
19750117,160,Ramiro Benavides,B034,0
19750117,160,Bernard Mitton,M072,0
19750117,162,Karl Coombes,C087,0
19750117,162,Vincenzo Franchitti,F103,0
19750117,164,Petr Kanderal,K113,0
19750117,164,Manuel Santana,S245,0
19750117,164,Rayno Seegers,S138,0
19750117,164,Peter Szoke,S230,0
19750117,168,Steve Faulk,F069,0
19750117,168,George Hardie,H056,0
19750117,168,Norman Holmes,H062,0
19750117,168,Robert Rheinberger,R069,0
19750117,168,Tenny Svensson,S149,0
19750117,168,Trey Waltke,W045,0
19750117,174,Bill Bowrey,B224,0
19750117,174,Ricardo Cano,C010,0
19750117,174,Frank Froehling,F079,0
19750117,174,Keith Hancock,H136,0
19750117,174,Toma Ovici,O069,0
19750117,174,Toshiro Sakai,S103,0
19750117,180,Jorge Andrew,A061,0
19750117,180,John Fort,F073,0
19750117,180,William Higgins,H129,0
19750117,180,Sashi Menon,M058,0
19750117,180,Victor Pecci,P015,0
19750117,180,Jan Pisecky,P167,0
19750117,180,Patricio Rodriguez,R074,0
19750117,180,Ferdi Taygan,T037,0
19750117,188,Elio Lito Alvarez,A057,0
19750117,188,Mal Anderson,A060,0
19750117,188,Szabolcz Baranyi,B233,0
19750117,188,Richard Pancho Gonzales,G077,0
19750117,188,Deon Joubert,J021,0
19750117,188,Gene Scott,S210,0
19750117,194,Neale Fraser,F113,0
19750117,194,James Chico Hagey,H054,0
19750117,194,Jean-Louis Haillet,H041,0
19750117,194,Teimuraz Kakulia,K105,0
19750117,194,Premjit Lall,L117,0
19750117,199,Henry Bunis,B135,0
19750117,199,Eric Deblicker,D063,0
19750117,199,Ernie Ewert,E066,0
19750117,199,John Paish,P142,0
19750117,199,Yuji Tezuka,T090,0
19750117,199,Steven Turner,T053,0
19750117,205,Birger Andersson,A086,0
19750117,205,Byron Bertram,B130,0
19750117,205,Dick R. Bohrnstedt,B238,0
19750117,205,Martin Mulligan,M155,0
19750117,205,Rolf Norberg,N048,0
19750117,205,Jean-Loup Rouyer,R141,0
19750117,205,Butch Seewagen,S139,0
19750117,205,Jacques Thamin,T099,0
19750117,205,Graeme Thomson,T096,0
19750117,214,Janos Benyik,B202,0
19750117,214,Ezio Di Matteo,D135,0
19750117,214,William Durham,D140,0
19750117,214,Carlos Kirmayr,K009,0
19750117,214,Christian Kuhnke,K138,0
19750117,214,Cliff Letcher,L062,0
19750117,214,Robert Machan,M194,0
19750117,214,Mike Machette,M132,0
19750117,214,Kenneth McMillan,M145,0
19750117,214,Jose A. Moreno,M088,0
19750117,214,Denis Naegelen,N042,0
19750117,214,Mike Powers,P083,0
19750117,214,Louk Sanders,S136,0
19750117,214,Derek Schroder,S243,0
19750117,214,Dimitri Sturdza,S241,0
19750117,214,Kiyoshi Tanabe,T062,0
19750117,214,Luis Felipe Tavares,T049,0
19750117,231,Terry Addison,A056,0
19750117,231,Ashok Amritraj,A059,0
19750117,231,Jean-Claude Barclay,B119,0
19750117,231,Tony Bardsley,B120,0
19750117,231,John Bartlett,B123,0
19750117,231,Pat Dupre,D048,0
19750117,231,Rolf Gehring,G007,0
19750117,231,Zan Guerry,G116,0
19750117,231,Kenichi Hirai,H023,0
19750117,231,Jan Hordijk,H166,0
19750117,231,Sergei Likhachev,L119,0
19750117,231,Mike Lynch,L142,0
19750117,231,Chiradip Mukherjea,M252,0
19750117,231,Juan Ignacio Muntanola,M157,0
19750117,231,Alejandro Olmedo,O042,0
19750117,231,Jim Osborne,O046,0
19750117,231,Douglas Palm,P150,0
19750117,231,Jay Royappa,R084,0
19750117,231,Nick Saviano,S111,0
19750117,231,Geza Varga,V103,0
19750117,231,Gerard Wimmer,W079,0
19750117,253,Jose Castanon,C189,0
19750117,253,John Holladay,H140,0
19750117,253,Jan Kukal,K099,0
19750117,253,Felix Ponte,P179,0
19750117,257,George Amaya,A058,0
19750117,257,Thierry Bernasconi,B261,0
19750117,257,Salvador Cabeza,C281,0
19750117,257,Roberto Chavez,C146,0
19750117,257,Tom Christensen,C226,0
19750117,257,Steve Docherty,D078,0
19750117,257,Per Hegna,H081,0
19750117,257,Juan Herrera,H180,0
19750117,257,John James,J029,0
19750117,257,Pierre Joly,J066,0
19750117,257,Sachio Kato,K084,0
19750117,257,Bun-ichi Kim,K189,0
19750117,257,Richard Lewis,L025,0
19750117,257,William Lloyd,L064,0
19750117,257,Akifumi Machidori,M306,0
19750117,257,Francisco Mastelli,M121,0
19750117,257,Elwyn McCabe,MO82,0
19750117,257,Mitsuru Motoi,M313,0
19750117,257,D. Richard Russell,R077,0
19750117,257,Terry Ryan,R078,0
19750117,257,Steve Siegel,S297,0
19750117,257,Piero Toci,T086,0
19750117,257,Jan Zabrodsky,Z030,0
19750117,281,Bengt Aberg,A148,0
19750117,281,Orlando Agudelo,A080,0
19750117,281,Alvaro Betancur,B131,0
19750117,281,Matias Carlstein,C174,0
19750117,281,Robert Casey,C100,0
19750117,281,William Coghlan,C228,0
19750117,281,Daniel Contet,C170,0
19750117,281,John Cooper,C171,0
19750117,281,Ulf Eriksson,E072,0
19750117,281,Jose Guerrero,G183,0
19750117,281,Patrice Hagelauer,H101,0
19750117,281,Bo Holmstrom,H181,0
19750117,281,Munawar Iqbal,I024,0
19750117,281,Chris Kachel,K044,0
19750117,281,Nicolas Kelaidis,K046,0
19750117,281,Sadao Kosugi,K110,0
19750117,281,David Lloyd,L083,0
19750117,281,Bruce Manson,M014,0
19750117,281,Pietro Marzano,M224,0
19750117,281,Zdrabko Mencek,M390,0
19750117,281,Jean-Paul Meyer,M280,0
19750117,281,P. Meyers,M283,0
19750117,281,Bernard Mignot,M151,0
19750117,281,Akira Motomura,M305,0
19750117,281,Shigeyuki Nishio,N020,0
