date,rank,name,id,points
19840102,1,John McEnroe,M047,0
19840102,2,Ivan Lendl,L018,0
19840102,3,Jimmy Connors,C044,0
19840102,4,Mats Wilander,W023,0
19840102,5,Yannick Noah,N022,0
19840102,6,Jimmy Arias,A031,0
19840102,7,Jose Higueras,H019,0
19840102,8,Jose-Luis Clerc,C039,0
19840102,9,Kevin Curren,C057,0
19840102,10,Gene Mayer,M038,0
19840102,11,Guillermo Vilas,V028,0
19840102,12,Bill Scanlon,S017,0
19840102,13,Eliot Teltscher,T012,0
19840102,14,Andres Gomez,G023,0
19840102,15,Johan Kriek,K022,0
19840102,16,Tim Mayotte,M041,0
19840102,17,Tomas Smid,S058,0
19840102,18,Sandy Mayer,M039,0
19840102,19,Anders Jarryd,J006,0
19840102,20,Vitas Gerulaitis,G008,0
19840102,21,Brian Gottfried,G029,0
19840102,22,Peter McNamara,M051,0
19840102,23,Henrik Sundstrom,S097,0
19840102,24,Scott Davis,D004,0
19840102,25,Chris Lewis,L024,0
19840102,26,Heinz Gunthardt,G050,0
19840102,27,Joakim Nystrom,N030,0
19840102,28,Mel Purcell,P057,0
19840102,29,Brian Teacher,T011,0
19840102,30,Henri Leconte,L014,0
19840102,31,Robert Van't Hof,V008,0
19840102,32,Peter Fleming,F030,0
19840102,33,Colin Dowdeswell,D037,0
19840102,34,Henry Pfister,P026,0
19840102,35,John Fitzgerald,F028,0
19840102,36,Paul McNamee,M050,0
19840102,37,Roscoe Tanner,T006,0
19840102,38,Pat Cash,C023,0
19840102,39,Mark Edmondson,E005,0
19840102,40,Tim Gullikson,G048,0
19840102,41,Pablo Arraya,A035,0
19840102,42,Wojtek Fibak,F020,0
19840102,43,Shlomo Glickstein,G019,0
19840102,44,Jimmy Brown,B074,0
19840102,45,Fritz Buehning,B079,0
19840102,46,Gianni Ocleppo,O004,0
19840102,47,Christophe Roger-Vasselin,R037,0
19840102,48,Eric Korita,K019,0
19840102,49,Roberto Arguello,A030,0
19840102,50,Diego Perez,P021,0
19840102,51,Balazs Taroczy,T007,0
19840102,52,Fernando Luna,L043,0
19840102,53,Stefan Edberg,E004,0
19840102,54,Corrado Barazzutti,B007,0
19840102,55,Victor Pecci,P015,0
19840102,56,Mike Bauer,B023,0
19840102,57,Libor Pimek,P032,0
19840102,58,Steve Denton,D019,0
19840102,59,Chip Hooper,H033,0
19840102,60,Tom Gullikson,G049,0
19840102,61,Stefan Simonsson,S051,0
19840102,62,Brad Gilbert,G016,0
19840102,63,Thomas Hogstedt,H029,0
19840102,64,Juan Aguilera,A007,0
19840102,65,Nduka Odizor,O006,0
19840102,66,Wally Masur,M030,0
19840102,67,John Alexander,A014,0
19840102,68,Mark Dickson,D028,0
19840102,68,Sammy Giammalva Jr.,G013,0
19840102,70,Brad Drewett,D040,0
19840102,71,Claudio Panatta,P008,0
19840102,72,Francesco Cancellotti,C013,0
19840102,73,Sergio Casal,C024,0
19840102,74,Manuel Orantes,O017,0
19840102,75,Mario Martinez,M026,0
19840102,76,Raul Ramirez,R065,0
19840102,77,John Lloyd,L036,0
19840102,78,Eric Fromm,F047,0
19840102,79,Glenn Michibata,M064,0
19840102,80,Cassio Motta,M092,0
19840102,81,Florin Segarceanu,S033,0
19840102,82,Pavel Slozil,S056,0
19840102,83,Thierry Tulasne,T032,0
19840102,84,Ramesh Krishnan,K024,0
19840102,85,Marty Davis,D005,0
19840102,86,Roland Stadler,S077,0
19840102,87,Zoltan Kuharszky,K031,0
19840102,88,Steve Meister,M056,0
19840102,89,Bernard Boileau,B054,0
19840102,90,Eddie Dibbs,D026,0
19840102,91,Van Winitsky,W027,0
19840102,92,Mike Leach,L012,0
19840102,93,Mike De Palmer,D021,0
19840102,94,Rolf Gehring,G007,0
19840102,94,Aaron Krickstein,K023,0
19840102,96,Marko Ostoja,O025,0
19840102,97,Russell Simpson,S052,0
19840102,98,Nick Saviano,S111,0
19840102,99,Matt Doyle,D039,0
19840102,100,Jan Gunnarsson,G053,0
19840102,101,Miloslav Mecir Sr.,M052,0
19840102,102,Hans-Dieter Beutel,B042,0
19840102,103,Tim Wilkison,W019,0
19840102,104,Julio Goes,G020,0
19840102,105,Larry Stefanki,S081,0
19840102,106,Andreas Maurer,M036,0
19840102,107,Michiel Schapers,S021,0
19840102,108,Hans Schwaier,S028,0
19840102,109,Terry Moor,M081,0
19840102,110,Vincent Van Patten,V010,0
19840102,111,Bernard Mitton,M072,0
19840102,112,Francisco Gonzalez,G024,0
19840102,113,Butch Walts,W002,0
19840102,114,Ricardo Acuna,A002,0
19840102,115,Jeff Borowiak,B059,0
19840102,115,Rodney Harmon,H005,0
19840102,115,Derek Tarr,T008,0
19840102,118,Tom Cain,C002,0
19840102,119,Marcel Freeman,F043,0
19840102,120,Jaime Fillol Sr.,F024,0
19840102,120,John Sadri,S005,0
19840102,122,Lloyd Bourne,B066,0
19840102,122,Matt Mitchell,M071,0
19840102,124,Pender Murphy,M158,0
19840102,125,Patrice Kuchna,K029,0
19840102,126,Michael Westphal,W014,0
19840102,127,Juan Avendano,A039,0
19840102,128,Carlos Kirmayr,K009,0
19840102,129,Eddie Edwards,E006,0
19840102,130,David Pate,P012,0
19840102,131,Erick Iskersky,I004,0
19840102,132,Scott Lipton,L032,0
19840102,133,Pedro Rebolledo,R012,0
19840102,134,Hans Gildemeister,G015,0
19840102,135,Carlos Castellan,C025,0
19840102,135,Jim Gurfein,G054,0
19840102,135,John McCurdy,M045,0
19840102,135,Gabriel Urpi,U007,0
19840102,135,Danie Visser,V032,0
19840102,140,Christoph Zipf,Z005,0
19840102,141,Broderick Dyke,D049,0
19840102,142,Marcos Hocevar,H026,0
19840102,143,Georges Goven,G031,0
19840102,144,Vijay Amritraj,A022,0
19840102,145,Tony Giammalva,G011,0
19840102,146,Robert Seguso,S034,0
19840102,147,Greg Holmes,H030,0
19840102,148,Sean Brawley,B070,0
19840102,148,Robbie Venter,V022,0
19840102,150,Peter Feigl,F011,0
19840102,151,Jairo Velasco Sr,V294,0
19840102,152,Magnus Tideman,T021,0
19840102,153,Trevor Allan,A017,0
19840102,153,Simon Youl,Y002,0
19840102,155,Peter Elter,E013,0
19840102,156,Martin Jaite,J004,0
19840102,157,Rod Frawley,F039,0
19840102,158,Drew Gitlin,G018,0
19840102,159,Stanislav Birner,B046,0
19840102,159,Mike Myburg,M124,0
19840102,161,Dominique Bedel,B030,0
19840102,162,Alvaro Fillol,F025,0
19840102,162,John Frawley,F040,0
19840102,162,Craig Wittus,W030,0
19840102,165,Matt Anger,A025,0
19840102,166,Alejandro Ganzabal,G001,0
19840102,167,Victor Amaya,A044,0
19840102,168,Jaromir Becka,B029,0
19840102,169,Ilie Nastase,N008,0
19840102,170,David Mustard,M097,0
19840102,170,Hans Simonsson,S053,0
19840102,172,Bernard Fritz,F045,0
19840102,173,David Dowlen,D038,0
19840102,173,Hans-Peter Kandler,K003,0
19840102,173,Ivan Kley,K013,0
19840102,173,Miguel Mir,M123,0
19840102,177,Peter Carlsson,C016,0
19840102,177,Christo Steyn,S084,0
19840102,179,David Carter,C072,0
19840102,179,Jakob Hlasek,H025,0
19840102,181,Simone Colombo,C043,0
19840102,181,Leo Palin,P003,0
19840102,181,Leif Shiras,S045,0
19840102,184,John Austin,A053,0
19840102,184,Joao Soares,S062,0
19840102,186,Givaldo Barbosa,B015,0
19840102,186,Johan Carlsson,C018,0
19840102,188,Guy Forget,F035,0
19840102,189,Gilles Moretton,M119,0
19840102,189,Trey Waltke,W045,0
19840102,191,Phil Lehnhoff,L015,0
19840102,191,Jaroslav Navratil,N010,0
19840102,193,Rick Meyer,M061,0
19840102,194,Ben Testerman,T014,0
19840102,195,Rory Chappell,C084,0
19840102,195,Alberto Tous,T025,0
19840102,195,Marian Vajda,V002,0
19840102,198,Chris Johnstone,J014,0
19840102,199,Andy Andrews,A023,0
19840102,200,Pat Dupre,D048,0
19840102,201,Jonathan Canter,C011,0
19840102,201,Marc Flur,F033,0
19840102,203,Fernando Soler,S063,0
19840102,203,Jerome Vanier,V007,0
19840102,205,Morris Skip Strode,S093,0
19840102,206,Loic Courteau,C049,0
19840102,206,Todd Nelson,N013,0
19840102,208,Bruce Manson,M014,0
19840102,208,Emilio Sanchez,S014,0
19840102,210,Jose Garcia-Requena,G003,0
19840102,210,Damir Keretic,K008,0
19840102,212,Bernhard Pils,P031,0
19840102,213,Jiri Granat,G040,0
19840102,214,Rick Fagel,F001,0
19840102,214,Alejandro Pierola,P030,0
19840102,214,Raul Antonio Viver,V034,0
19840102,217,Ricardo Cano,C010,0
19840102,217,Ernie Fernandez,F018,0
19840102,219,Jose Lopez-Maeso,L039,0
19840102,220,Jon Levine,L023,0
19840102,220,John Van Nostrand,V050,0
19840102,222,Bruce Derlin,D022,0
19840102,223,Robert Lutz,L045,0
19840102,223,Karl Meiler,M055,0
19840102,223,Rocky Royer,R046,0
19840102,226,Peter Johnston,J016,0
19840102,227,Henri De Wet,D010,0
19840102,227,Jacques Hervet,H015,0
19840102,227,Buster C. Mottram,M154,0
19840102,227,Stan Smith,S060,0
19840102,231,Huub Van Boeckel,V011,0
19840102,232,Ulrich Pinner,P034,0
19840102,232,Ferrante Rocchi,R033,0
19840102,232,Roberto Vizcaino,V035,0
19840102,235,Nelson Aerts,A005,0
19840102,235,Blaine Willenborg,W022,0
19840102,237,Joe Heldmann,H072,0
19840102,237,Miloslav Lacek,L001,0
19840102,239,Carlos Di Laura,D029,0
19840102,239,Randy Druz,D041,0
19840102,239,Bruce Foxworth,F038,0
19840102,239,Eduardo Osta,O027,0
19840102,239,Harald Theissen,T017,0
19840102,244,Per Hjertquist,H024,0
19840102,245,Luca Bottazzi,B064,0
19840102,245,Thierry Pham,P027,0
19840102,245,Peter Rennert,R017,0
19840102,245,Charles Buzz Strode,S092,0
19840102,249,Mike Barr,B013,0
19840102,250,Ramiro Benavides,B034,0
19840102,250,Chris Dunk,D045,0
19840102,250,Charlie Fancutt,F002,0
19840102,250,Eric Jelen,J008,0
19840102,250,Bruce Kleege,K012,0
19840102,250,Jeff Turpin,T033,0
19840102,256,Paul Annacone,A027,0
19840102,256,Jeremy Bates,B021,0
19840102,258,Schalk Van Der Merwe,V048,0
19840102,259,Mansour Bahrami,B001,0
19840102,259,Christophe Casa,C073,0
19840102,259,Tsuyoshi Fukui,F048,0
19840102,259,Amos Mansdorf,M012,0
19840102,259,Claudio Mezzadri,M063,0
19840102,259,Jose A. Moreno,M088,0
19840102,259,Robert Reininger,R014,0
19840102,259,Kim Warwick,W006,0
19840102,267,Francisco Maciel,M006,0
19840102,267,Eduardo Oncins,O014,0
19840102,269,Carlos Gattiker,G005,0
19840102,269,Stefan Hermann,H017,0
19840102,271,Eduardo Bengoechea,B035,0
19840102,271,Ross Case,C020,0
19840102,271,Fernando Roese,R036,0
19840102,271,Jorgen Windahl,W028,0
19840102,275,Tarik Benhabiles,B037,0
19840102,275,Rand Evett,E033,0
19840102,275,Mike Gandolfo,G062,0
19840102,275,Juan Hernandez,H016,0
19840102,275,Gerald Mild,M067,0
19840102,275,Gianluca Rinaldini,R026,0
19840102,281,Bjorn Borg,B058,0
19840102,281,Peter Doohan,D036,0
19840102,281,Craig A Miller,M066,0
19840102,281,Slobodan Zivojinovic,Z006,0
19840102,285,Harold Solomon,S065,0
19840102,286,Lorenzo Fargas,F005,0
19840102,286,Wayne Hampson,H001,0
19840102,286,Paul Vojtischek,V036,0
19840102,289,Billy Nealon,N011,0
19840102,289,Pascal Portes,P042,0
19840102,289,Dave Siegler,S141,0
19840102,289,Thomas Stalhandske,S076,0
19840102,289,Christo Van Rensburg,V014,0
19840102,289,Greg Whitecross,W016,0
19840102,295,Horacio de la Pena,D008,0
19840102,295,Ken Flach,F029,0
19840102,295,Shahar Perkiss,P018,0
19840102,295,David Schneider,S115,0
19840102,295,Jonathan Smith,S059,0
19840102,295,Antonio Zugarelli,Z013,0
19840102,301,Junie Chatman,C104,0
19840102,301,Barry Moir,M076,0
19840102,301,Greg Neuhart,N014,0
19840102,301,Randy Nixon,N021,0
19840102,305,Egan Adams,A004,0
19840102,306,Angel Gimenez,G017,0
19840102,306,Brian Levine,L022,0
19840102,306,Carl Limberger,L030,0
19840102,306,Armand Molino,M176,0
19840102,310,Jeff Etterbeek,E024,0
19840102,310,Igor Flego,F032,0
19840102,310,Daniel Leal,L011,0
19840102,310,Peter Lundgren,L044,0
19840102,310,Jerome Potier,P043,0
19840102,310,Tian C. Viljoen,V041,0
19840102,316,Frank Puncec,P055,0
19840102,317,David De Miguel,D012,0
19840102,317,Scott McCain,M043,0
19840102,317,Sashi Menon,M058,0
19840102,317,Derrick Rostagno,R043,0
19840102,317,Gustavo Tiberti,T020,0
19840102,322,Mark Buckley,B078,0
19840102,322,Andrew Jarrett,J030,0
19840102,324,John Mattke,M034,0
19840102,324,Javier Restrepo,R062,0
19840102,324,Bud Schultz,S018,0
19840102,327,Peter Bastiansen,B019,0
19840102,327,Ronnie Bathman,B022,0
19840102,327,Bruno Corbiere,C074,0
19840102,327,Juan Farrow,F006,0
19840102,331,Russell Barlow,B010,0
19840102,331,Nick Brown,B113,0
19840102,331,Craig Campbell,C006,0
