num,date,ur
803,19931220,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1993-12-20
804,19931227,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1993-12-27
805,19940103,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-01-03
806,19940110,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-01-10
807,19940117,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-01-17
808,19940124,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-01-24
809,19940131,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-01-31
810,19940207,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-02-07
811,19940214,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-02-14
812,19940221,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-02-21
813,19940228,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-02-28
814,19940307,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-03-07
815,19940314,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-03-14
816,19940321,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-03-21
817,19940328,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-03-28
818,19940404,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-04-04
819,19940411,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-04-11
820,19940418,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-04-18
821,19940425,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-04-25
822,19940502,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-05-02
823,19940509,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-05-09
824,19940516,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-05-16
825,19940523,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-05-23
826,19940530,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-05-30
827,19940606,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-06-06
828,19940613,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-06-13
829,19940620,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-06-20
830,19940627,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-06-27
831,19940704,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-07-04
832,19940711,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-07-11
833,19940718,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-07-18
834,19940725,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-07-25
835,19940801,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-08-01
836,19940808,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-08-08
837,19940815,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-08-15
838,19940822,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-08-22
