"num","date","url"
61,"19770404","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-04-04"
62,"19770425","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-04-25"
63,"19770502","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-05-02"
64,"19770516","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-05-16"
65,"19770523","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-05-23"
66,"19770605","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-06-05"
67,"19770612","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-06-12"
68,"19770619","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-06-19"
69,"19770702","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-07-02"
70,"19770711","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-07-11"
71,"19770725","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-07-25"
72,"19770809","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-08-09"
73,"19770823","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-08-23"
74,"19770830","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-08-30"
75,"19770912","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-09-12"
76,"19770926","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-09-26"
77,"19771003","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-10-03"
78,"19771010","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-10-10"
79,"19771017","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-10-17"
80,"19771024","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-10-24"
81,"19771031","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-10-31"
82,"19771107","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-11-07"
83,"19771114","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-11-14"
84,"19771205","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-12-05"
85,"19771212","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-12-12"
86,"19771219","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-12-19"
87,"19771231","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1977-12-31"
88,"19780102","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-01-02"
89,"19780116","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-01-16"
90,"19780123","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-01-23"
91,"19780206","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-02-06"
92,"19780213","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-02-13"
93,"19780220","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-02-20"
94,"19780227","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-02-27"
95,"19780306","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-03-06"
96,"19780320","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-03-20"
97,"19780410","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-04-10"
98,"19780417","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-04-17"
99,"19780424","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-04-24"
100,"19780501","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-05-01"
101,"19780508","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-05-08"
102,"19780522","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-05-22"
103,"19780529","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-05-29"
104,"19780612","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-06-12"
105,"19780619","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-06-19"
106,"19780626","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-06-26"
107,"19780712","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-07-12"
108,"19780717","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-07-17"
109,"19780724","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-07-24"
110,"19780731","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-07-31"
111,"19780807","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-08-07"
112,"19780814","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-08-14"
113,"19780821","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-08-21"
114,"19780828","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-08-28"
115,"19780911","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-09-11"
116,"19780925","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-09-25"
117,"19781002","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-10-02"
118,"19781009","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-10-09"
119,"19781016","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-10-16"
120,"19781023","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-10-23"
121,"19781030","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-10-30"
122,"19781106","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-11-06"
123,"19781113","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-11-13"
124,"19781120","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-11-20"
125,"19781204","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-12-04"
126,"19781228","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1978-12-28"
127,"19790103","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-01-03"
128,"19790108","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-01-08"
129,"19790122","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-01-22"
130,"19790205","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-02-05"
131,"19790219","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-02-19"
132,"19790226","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-02-26"
133,"19790305","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-03-05"
134,"19790319","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-03-19"
135,"19790402","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-04-02"
136,"19790409","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-04-09"
137,"19790416","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-04-16"
138,"19790423","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-04-23"
139,"19790430","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-04-30"
140,"19790514","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-05-14"
141,"19790521","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-05-21"
142,"19790528","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-05-28"
143,"19790611","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-06-11"
144,"19790618","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-06-18"
145,"19790625","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-06-25"
146,"19790709","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-07-09"
147,"19790716","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-07-16"
148,"19790723","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-07-23"
149,"19790730","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-07-30"
150,"19790806","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-08-06"
151,"19790813","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-08-13"
152,"19790820","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-08-20"
153,"19790827","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-08-27"
154,"19790910","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-09-10"
155,"19790917","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-09-17"
156,"19790924","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-09-24"
157,"19791001","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-10-01"
158,"19791008","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-10-08"
159,"19791015","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-10-15"
160,"19791022","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-10-22"
161,"19791029","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-10-29"
162,"19791105","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-11-05"
163,"19791112","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-11-12"
164,"19791119","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-11-19"
165,"19791126","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-11-26"
166,"19791203","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-12-03"
167,"19791210","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-12-10"
168,"19791226","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1979-12-26"
169,"19800107","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-01-07"
170,"19800121","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-01-21"
171,"19800128","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-01-28"
172,"19800204","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-02-04"
173,"19800218","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-02-18"
174,"19800225","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-02-25"
175,"19800303","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-03-03"
176,"19800310","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-03-10"
177,"19800317","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-03-17"
178,"19800324","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-03-24"
179,"19800331","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-03-31"
180,"19800407","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-04-07"
181,"19800414","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-04-14"
182,"19800421","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-04-21"
183,"19800428","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-04-28"
184,"19800505","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-05-05"
185,"19800519","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-05-19"
186,"19800526","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-05-26"
187,"19800609","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-06-09"
188,"19800616","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-06-16"
189,"19800623","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-06-23"
190,"19800707","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-07-07"
191,"19800714","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-07-14"
192,"19800721","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-07-21"
193,"19800728","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-07-28"
194,"19800804","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-08-04"
195,"19800811","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-08-11"
196,"19800818","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-08-18"
197,"19800825","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-08-25"
198,"19800908","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-09-08"
199,"19800915","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-09-15"
200,"19800922","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-09-22"
201,"19800929","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-09-29"
202,"19801006","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-10-06"
203,"19801013","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-10-13"
204,"19801020","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-10-20"
205,"19801027","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-10-27"
206,"19801103","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-11-03"
207,"19801110","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-11-10"
208,"19801117","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-11-17"
209,"19801124","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-11-24"
210,"19801201","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-12-01"
211,"19801222","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1980-12-22"
212,"19810104","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-01-04"
213,"19810112","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-01-12"
214,"19810126","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-01-26"
215,"19810202","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-02-02"
216,"19810209","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-02-09"
217,"19810223","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-02-23"
218,"19810302","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-03-02"
219,"19810309","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-03-09"
220,"19810316","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-03-16"
221,"19810323","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-03-23"
222,"19810330","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-03-30"
223,"19810406","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-04-06"
224,"19810413","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-04-13"
225,"19810420","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-04-20"
226,"19810427","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-04-27"
227,"19810511","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-05-11"
228,"19810518","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-05-18"
229,"19810525","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-05-25"
230,"19810608","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-06-08"
231,"19810615","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-06-15"
232,"19810622","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-06-22"
233,"19810706","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-07-06"
234,"19810713","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-07-13"
235,"19810720","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-07-20"
236,"19810727","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-07-27"
237,"19810803","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-08-03"
238,"19810810","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-08-10"
239,"19810817","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-08-17"
240,"19810824","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-08-24"
241,"19810914","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-09-14"
242,"19810921","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-09-21"
243,"19811005","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-10-05"
244,"19811012","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-10-12"
245,"19811019","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-10-19"
246,"19811026","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-10-26"
247,"19811102","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-11-02"
248,"19811109","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-11-09"
249,"19811116","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-11-16"
250,"19811123","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-11-23"
251,"19811130","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-11-30"
252,"19811221","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1981-12-21"
253,"19820104","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-01-04"
254,"19820111","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-01-11"
255,"19820118","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-01-18"
256,"19820201","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-02-01"
257,"19820208","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-02-08"
258,"19820215","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-02-15"
259,"19820222","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-02-22"
260,"19820301","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-03-01"
261,"19820315","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-03-15"
262,"19820322","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-03-22"
263,"19820329","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-03-29"
264,"19820405","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-04-05"
265,"19820412","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-04-12"
266,"19820419","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-04-19"
267,"19820426","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-04-26"
268,"19820503","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-05-03"
269,"19820517","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-05-17"
270,"19820524","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-05-24"
271,"19820607","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-06-07"
272,"19820614","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-06-14"
273,"19820621","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-06-21"
274,"19820705","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-07-05"
275,"19820712","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-07-12"
276,"19820719","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-07-19"
277,"19820726","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-07-26"
278,"19820802","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-08-02"
279,"19820809","https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1982-08-09"
